Order Priority,Unit Price,Product Sub-Category,Customer,Order Date,Ship Mode,Discount,Row ID,Order ID,Customer Segment,Product Category,Product Container,Product Name,Product Base Margin,Region,State or Province,City,Postal Code,Ship Date,Shipping Cost,Profit,Quantity ordered new,Sales,Product Sub-Category
low,2.08,Binders and Binder Accessories,Carolyn Hoffman1967,04-03-2012,Regular Air,0.08,24386,89459,Home Office 763,Office Supplies,Small Box@,Round Ring Binders,0.38,Central,Iowa,Clinton,52732,04-05-2012,1.49,-22.8965,13,25.29,Binders and Binder Accessories
high,78.69,Office Furnishings,Carolyn Hoffman1967,08-10-2012,Regular Air,0.07,25335,89460,Home Office 763,Furniture,Small Box@,Howard Miller 12-3/4 Diameter Accuwave DS � Wall Clock,0.43,Central,Iowa,Clinton,52732,08-11-2012,19.99,460.989,9,668.1,Office Furnishings
low,28.48,Computer Peripherals,Carolyn Hoffman1967,11-09-2012,Regular Air,0,19437,89463,Home Office 763,Technology,Small Pack%,"Imation IBM Formatted Diskettes, 100/Pack",0.7,Central,Iowa,Clinton,52732,11/14/2012,8.99,19.108,20,594.5,Computer Peripherals
medium,6.48,Paper,Carolyn Hoffman1967,3/18/2013,Regular Air,0.07,22489,89464,Small Business 890,Office Supplies,Small Box@,Xerox 1993,0.36,Central,Iowa,Clinton,52732,3/20/2013,9.68,-43.5,2,15.3,Paper
not specified,7.64,Paper,Paula Koch1968,11-01-2012,Regular Air,0.04,25596,89461,Small Business 890,Office Supplies,Wrap/ Bag,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",0.36,East,New York,Cohoes,12047,11-03-2012,5.83,9.614,26,195.59,Paper
not specified,4.98,Paper,Paula Koch1968,11-01-2012,Regular Air,0.08,25597,89461,Small Business 890,Office Supplies,Small Box@,Xerox 1952,0.38,East,New York,Cohoes,12047,11-02-2012,5.49,9.71,14,69.59,Paper
not specified,45.99,Telephones and Communication,Paula Koch1968,11-01-2012,Regular Air,0.05,25598,89461,Small Business 890,Technology,Small Box@,KF 788,0.56,East,New York,Cohoes,12047,11-02-2012,4.99,842.8068,37,1446.42,Telephones and Communication
medium,1.8,Binders and Binder Accessories,Paula Koch1968,11-02-2012,Express Air,0.03,25703,89462,Home Office 763,Office Supplies,Small Box@,Wilson Jones Easy Flow II� Sheet Lifters,0.37,East,New York,Cohoes,12047,11-03-2012,4.79,12.9766,17,44.8,Binders and Binder Accessories
high,35.99,Telephones and Communication,Milton G Hoyle1970,11/24/2011,Express Air,0.02,23039,91551,Corporate 654,Technology,Small Pack%,Accessory9,0.39,South,Mississippi,Southaven,38671,11/25/2011,3.3,-266.574,24,755.57,Telephones and Communication
medium,11.58,Envelopes,Marsha Roy1971,1/18/2010,Regular Air,0.02,26220,91550,Corporate 654,Office Supplies,Small Box@,"Peel & Seel� Recycled Catalog Envelopes, Brown",0.35,South,Mississippi,Tupelo,38801,1/19/2010,5.72,-259.756,3,35.48,Envelopes
high,6.48,Paper,Marsha Roy1971,11/24/2011,Regular Air,0.09,23040,91551,Corporate 654,Office Supplies,Small Box@,Xerox 212,0.37,South,Mississippi,Tupelo,38801,11/26/2011,8.4,729.168,21,135.84,Paper
high,20.99,Telephones and Communication,Marsha Roy1971,11/24/2011,Regular Air,0.05,23041,91551,Corporate 654,Technology,Small Pack%,Accessory29,0.83,South,Mississippi,Tupelo,38801,11/26/2011,1.25,48.438,31,568.38,Telephones and Communication
medium,3.75,Labels,Marsha Roy1971,01-08-2013,Regular Air,0.02,24050,91553,Corporate 654,Office Supplies,Small Box@,Avery 510,0.37,South,Mississippi,Tupelo,38801,01-10-2013,0.5,12.6144,12,46.45,Labels
medium,48.91,Paper,Marsha Roy1971,1/18/2013,Regular Air,0.06,26221,91554,Corporate 654,Office Supplies,Small Box@,Xerox 1891,0.38,South,Mississippi,Tupelo,38801,1/18/2013,5.81,-1.988,8,380.44,Paper
medium,15.51,Storage & Organization,Marsha Roy1971,1/18/2013,Regular Air,0.02,26222,91554,Corporate 654,Office Supplies,Small Box@,"Tenex File Box, Personal Filing Tote with Lid, Black",0.59,South,Mississippi,Tupelo,38801,1/19/2013,17.78,-189.8351,5,81.99,Storage & Organization
medium,350.99,Chairs & Chairmats,Priscilla Brandon1972,1/18/2010,Delivery Truck,0.05,26223,91550,Corporate 654,Furniture,Jumbo Drum$,Global Leather Executive Chair,0.55,East,Pennsylvania,Willow Grove,19090,1/20/2010,39,1469.7276,6,2130.04,Chairs & Chairmats
medium,15.99,Office Machines,Priscilla Brandon1972,1/18/2010,Express Air,0.04,26224,91550,Corporate 654,Technology,Small Box@,"AT&T Black Trimline Phone, Model 210",0.49,East,Pennsylvania,Willow Grove,19090,1/20/2010,9.4,-83.55306,5,82.8,Office Machines
high,218.75,Tables,Priscilla Brandon1972,11-05-2012,Delivery Truck,0.09,26209,91552,Small Business 890,Furniture,*Jumbo Box,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,0.77,East,Pennsylvania,Willow Grove,19090,11-06-2012,69.64,213.60196,12,2591.77,Tables
medium,20.48,Appliances,Robert Brantley1974,5/20/2010,Regular Air,0.09,18795,89040,Consumer 096,Office Supplies,Small Box@,Kensington 6 Outlet Guardian Standard Surge Protector,0.58,Central,Michigan,Dearborn Heights,48127,5/21/2010,6.32,-16.89,5,99.02,Appliances
medium,15.67,Envelopes,Robert Brantley1974,5/20/2010,Regular Air,0.06,18796,89040,Consumer 096,Office Supplies,Small Box@,"#10 White Business Envelopes,4 1/8 x 9 1/2",0.38,Central,Michigan,Dearborn Heights,48127,5/21/2010,1.39,25.51,3,46.4,Envelopes
high,39.48,Computer Peripherals,Robert Brantley1974,10-11-2012,Regular Air,0.01,19953,89042,Consumer 096,Technology,Small Pack%,"80 Minute CD-R Spindle, 100/Pack - Staples",0.54,Central,Michigan,Dearborn Heights,48127,10/14/2012,1.99,621.598,23,952.9,Computer Peripherals
medium,65.99,Telephones and Communication,Robert Brantley1974,7/28/2013,Regular Air,0.03,20237,89045,Consumer 096,Technology,Small Box@,6162i,0.55,Central,Michigan,Dearborn Heights,48127,7/29/2013,4.2,644.598,17,934.2,Telephones and Communication
critical,11.97,Appliances,Jennifer Grant1975,07-09-2013,Regular Air,0.02,21425,89044,Consumer 096,Office Supplies,Small Box@,Staples 6 Outlet Surge,0.58,Central,Michigan,Detroit,48227,07-11-2013,4.98,-19.81776,13,155.77,Appliances
critical,9.48,Office Furnishings,Jennifer Grant1975,07-09-2013,Express Air,0.08,21426,89044,Consumer 096,Furniture,Small Pack%,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",0.45,Central,Michigan,Detroit,48227,07-12-2013,7.29,-91.3368,14,134.06,Office Furnishings
critical,5.98,Paper,Jennifer Grant1975,07-09-2013,Regular Air,0.03,21427,89044,Consumer 096,Office Supplies,Small Box@,Xerox 1903,0.36,Central,Michigan,Detroit,48227,07-11-2013,5.79,-11.74656,1,7.71,Paper
medium,3.78,Rubber Bands,Jennifer Grant1975,7/28/2013,Regular Air,0.03,20238,89045,Consumer 096,Office Supplies,Wrap/ Bag,Staples Bulldog Clip,0.39,Central,Michigan,Detroit,48227,7/30/2013,0.71,35.6868,13,51.72,Rubber Bands
critical,8.12,Computer Peripherals,Jennifer Grant1975,9/23/2013,Regular Air,0.03,24885,89046,Consumer 096,Technology,Small Pack%,"Imation Neon Mac Format Diskettes, 10/Pack",0.77,Central,Michigan,Detroit,48227,9/24/2013,2.83,-43.8748,8,65.06,Computer Peripherals
critical,279.48,Storage & Organization,Jennifer Grant1975,9/23/2013,Express Air,0.05,24886,89046,Consumer 096,Office Supplies,Large Box,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",0.8,Central,Michigan,Detroit,48227,9/24/2013,35,-391.1288,8,2140.04,Storage & Organization
critical,70.98,Bookcases,Sherri F Vogel1976,01-10-2010,Delivery Truck,0.05,25731,89039,Consumer 096,Furniture,*Jumbo Box,"Hon Metal Bookcases, Putty",0.56,Central,Michigan,East Lansing,48823,01-11-2010,46.74,-850.6524,8,551.51,Bookcases
critical,11.55,Pens & Art Supplies,Sherri F Vogel1976,01-10-2010,Regular Air,0.05,25732,89039,Consumer 096,Office Supplies,Wrap/ Bag,Newell 309,0.55,Central,Michigan,East Lansing,48823,01-12-2010,2.36,98.5251,12,142.79,Pens & Art Supplies
critical,40.99,Paper,Sherri F Vogel1976,9/23/2010,Regular Air,0.06,24887,89041,Consumer 096,Office Supplies,Small Box@,Xerox 1893,0.36,Central,Michigan,East Lansing,48823,9/25/2010,17.48,214.23,14,585.08,Paper
low,5.98,Paper,Sherri F Vogel1976,02-06-2013,Regular Air,0.09,26248,89043,Consumer 096,Office Supplies,Small Box@,Xerox 193,0.36,Central,Michigan,East Lansing,48823,2/13/2013,5.15,-31.01,3,17.51,Paper
not specified,880.98,Bookcases,Jessie McDonald1978,12/13/2012,Delivery Truck,0.04,18374,87763,Corporate 654,Furniture,*Jumbo Box,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",0.62,West,Colorado,Lakewood,80232,12/14/2012,44.55,3483.66,7,6334.6,Bookcases
not specified,5.47,Office Furnishings,Jessie McDonald1978,12/13/2012,Regular Air,0.09,18375,87763,Corporate 654,Furniture,Small Pack%,Advantus Panel Wall Acrylic Frame,0.42,West,Colorado,Lakewood,80232,12/15/2012,5.26,8.6871,2,12.59,Office Furnishings
not specified,20.99,Telephones and Communication,Marianne Weiner Ennis1979,11-05-2010,Regular Air,0.05,21692,87757,Corporate 654,Technology,Small Pack%,Accessory39,0.81,West,Colorado,Littleton,80122,11-06-2010,3.3,21.8834,4,72.75,Telephones and Communication
not specified,8.5,Computer Peripherals,Marianne Weiner Ennis1979,5/28/2011,Regular Air,0.07,18613,87758,Corporate 654,Technology,Small Pack%,Hewlett-Packard 4.7GB DVD+R Discs,0.49,West,Colorado,Littleton,80122,5/30/2011,1.99,37.09,11,93.77,Computer Peripherals
medium,2.88,Labels,Marianne Weiner Ennis1979,06-09-2011,Regular Air,0.01,18878,87759,Corporate 654,Office Supplies,Small Box@,Avery 474,0.36,West,Colorado,Littleton,80122,06-10-2011,0.99,4.512,4,11.92,Labels
medium,49.99,Computer Peripherals,Marianne Weiner Ennis1979,6/27/2012,Regular Air,0.02,21670,87761,Corporate 654,Technology,Small Box@,US Robotics 56K V.92 Internal PCI Faxmodem,0.45,West,Colorado,Littleton,80122,6/28/2012,19.99,-35.52,7,361.45,Computer Peripherals
not specified,6.48,Paper,Marianne Weiner Ennis1979,12/13/2012,Express Air,0.01,18376,87763,Corporate 654,Office Supplies,Small Box@,Xerox 1984,0.36,West,Colorado,Littleton,80122,12/15/2012,8.74,-62.8,15,107.83,Paper
high,7.7,Office Furnishings,Marianne Weiner Ennis1979,4/16/2013,Regular Air,0.06,18711,87764,Corporate 654,Furniture,Wrap/ Bag,Deflect-O� Glasstique� Clear Desk Accessories,0.52,West,Colorado,Littleton,80122,4/18/2013,3.68,16.491,3,23.9,Office Furnishings
not specified,18.94,Binders and Binder Accessories,Ronnie Mathews1980,07-04-2011,Regular Air,0.01,23895,87760,Corporate 654,Office Supplies,Small Box@,Flexible Leather- Look Classic Collection Ring Binder,0.35,West,Colorado,Longmont,80501,07-05-2011,1.49,27.1722,2,39.38,Binders and Binder Accessories
low,599.99,Copiers and Fax,Ronnie Mathews1980,11/16/2012,Regular Air,0.08,23837,87762,Corporate 654,Technology,Large Box,Hewlett Packard LaserJet 3310 Copier,0.37,West,Colorado,Longmont,80501,11/23/2012,24.49,119.442,14,8346.1,Copiers and Fax
low,40.97,Office Furnishings,Ronnie Mathews1980,11/16/2012,Regular Air,0.08,23838,87762,Corporate 654,Furniture,Large Box,Dana Halogen Swing-Arm Architect Lamp,0.57,West,Colorado,Longmont,80501,11/18/2012,14.45,239.03,39,1496.96,Office Furnishings
low,6.48,Paper,Ronnie Mathews1980,11/16/2012,Regular Air,0.01,23839,87762,Corporate 654,Office Supplies,Small Box@,Xerox 2,0.37,West,Colorado,Longmont,80501,11/20/2012,6,9.92,20,136.09,Paper
not specified,2.98,Pens & Art Supplies,Sara Barton1981,07-04-2011,Regular Air,0.09,23896,87760,Corporate 654,Office Supplies,Wrap/ Bag,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",0.57,West,Colorado,Loveland,80538,07-06-2011,2.03,-31.22,10,29.63,Pens & Art Supplies
critical,7.59,Office Furnishings,Gene Wu Vaughan1983,4/28/2013,Express Air,0.06,21045,91259,Consumer 096,Furniture,Wrap/ Bag,"Master Giant Foot� Doorstop, Safety Yellow",0.42,South,South Carolina,Greer,29651,4/29/2013,4,-328.706,2,16.38,Office Furnishings
low,4.06,Appliances,Gene Wu Vaughan1983,11/24/2013,Express Air,0.09,23307,91260,Consumer 096,Office Supplies,Small Box@,Eureka Disposable Bags for Sanitaire� Vibra Groomer I� Upright Vac,0.6,South,South Carolina,Greer,29651,11/29/2013,6.89,583.74,6,36.57,Appliances
low,35.44,Paper,Gene Wu Vaughan1983,11/24/2013,Regular Air,0.01,23308,91260,Consumer 096,Office Supplies,Small Box@,Xerox 1932,0.38,South,South Carolina,Greer,29651,11/28/2013,5.09,-37.408,16,582.74,Paper
not specified,7.37,Computer Peripherals,Lynne Wilcox1984,11/16/2010,Regular Air,0.1,24935,91258,Consumer 096,Technology,Small Pack%,"Imation 3.5"" Unformatted DS/HD Diskettes, 10/Box",0.69,South,South Carolina,Hilton Head Island,29915,11/16/2010,5.53,290.202,38,269.33,Computer Peripherals
low,113.98,Chairs & Chairmats,Lynne Wilcox1984,11/24/2013,Delivery Truck,0.01,23309,91260,Consumer 096,Furniture,Jumbo Drum$,Hon Comfortask� Task/Swivel Chairs,0.69,South,South Carolina,Hilton Head Island,29915,11/29/2013,30,-17.332,11,1343.22,Chairs & Chairmats
not specified,15.31,Storage & Organization,Lynda Rosenthal1986,11-06-2010,Regular Air,0.01,20568,90888,Home Office 763,Office Supplies,Small Box@,Eldon Jumbo ProFile� Portable File Boxes Graphite/Black,0.57,Central,Texas,Midland,79701,11-07-2010,8.78,12.146,23,377,Storage & Organization
not specified,7.99,Telephones and Communication,Lynda Rosenthal1986,11-06-2010,Express Air,0.05,20569,90888,Home Office 763,Technology,Medium Box,Bell Sonecor JB700 Caller ID,0.6,Central,Texas,Midland,79701,11-08-2010,5.03,5.687,4,42.99,Telephones and Communication
not specified,37.76,Storage & Organization,Lynda Rosenthal1986,1/13/2011,Regular Air,0.06,20451,90889,Home Office 763,Office Supplies,Small Box@,"Companion Letter/Legal File, Black",0.57,Central,Texas,Midland,79701,1/16/2011,12.9,8.6488,7,264.36,Storage & Organization
critical,10.89,Appliances,Lynda Rosenthal1986,7/23/2012,Regular Air,0.09,20236,90890,Home Office 763,Office Supplies,Small Box@,Belkin 6 Outlet Metallic Surge Strip,0.59,Central,Texas,Midland,79701,7/24/2012,4.5,-53.18,17,175.05,Appliances
high,20.98,Office Furnishings,Anna Burgess1988,01-03-2010,Regular Air,0.05,19336,89999,Home Office 763,Furniture,Medium Box,36X48 HARDFLOOR CHAIRMAT,0.78,West,Utah,Draper,84020,01-04-2010,21.2,-181.102,3,65.69,Office Furnishings
low,99.99,Computer Peripherals,Anna Burgess1988,7/25/2012,Express Air,0.08,20154,90005,Home Office 763,Technology,Small Box@,U.S. Robotics 56K Internet Call Modem,0.5,West,Utah,Draper,84020,7/29/2012,19.99,366.63,10,998.67,Computer Peripherals
not specified,355.98,Chairs & Chairmats,David Weaver1989,1/21/2010,Delivery Truck,0.04,22600,90000,Home Office 763,Furniture,Jumbo Drum$,Hon 4700 Series Mobuis� Mid-Back Task Chairs with Adjustable Arms,0.64,West,Utah,Holladay,84117,1/22/2010,58.92,882.93,8,2748.21,Chairs & Chairmats
not specified,19.98,Paper,David Weaver1989,1/21/2010,Regular Air,0.09,22601,90000,Home Office 763,Office Supplies,Small Box@,Southworth 25% Cotton Premium Laser Paper and Envelopes,0.37,West,Utah,Holladay,84117,1/22/2010,8.68,6.6804,5,93.19,Paper
high,30.98,Computer Peripherals,David Weaver1989,5/15/2010,Regular Air,0.01,20554,90001,Corporate 654,Technology,Small Box@,Belkin ErgoBoard� Keyboard,0.64,West,Utah,Holladay,84117,5/16/2010,6.5,46.29,11,363.37,Computer Peripherals
high,40.99,Paper,David Weaver1989,5/15/2010,Regular Air,0.01,20555,90001,Corporate 654,Office Supplies,Small Box@,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",0.36,West,Utah,Holladay,84117,5/18/2010,19.99,177.79,11,480.75,Paper
medium,1.6,Pens & Art Supplies,David Weaver1989,10/30/2010,Regular Air,0.1,21723,90003,Home Office 763,Office Supplies,Wrap/ Bag,Sanford Pocket Accent� Highlighters,0.42,West,Utah,Holladay,84117,10/30/2010,1.29,-14.9904,11,16.88,Pens & Art Supplies
not specified,19.98,Paper,David Weaver1989,1/21/2013,Regular Air,0.07,22602,90006,Home Office 763,Office Supplies,Small Box@,Southworth 25% Cotton Premium Laser Paper and Envelopes,0.37,West,Utah,Holladay,84117,1/23/2013,8.68,52.5008,11,206.78,Paper
not specified,4.13,Pens & Art Supplies,David Weaver1989,8/30/2013,Regular Air,0.02,23656,90009,Home Office 763,Office Supplies,Wrap/ Bag,Newell 31,0.57,West,Utah,Holladay,84117,09-01-2013,1.17,34.56168,23,96.48,Pens & Art Supplies
critical,17.99,Pens & Art Supplies,Eddie Boyd1990,5/27/2012,Regular Air,0.06,23891,90004,Home Office 763,Office Supplies,Small Box@,Model L Table or Wall-Mount Pencil Sharpener,0.57,West,Utah,Kaysville,84037,5/28/2012,8.65,-106.8,19,331.15,Pens & Art Supplies
critical,2.78,Pens & Art Supplies,Eddie Boyd1990,5/27/2012,Regular Air,0.04,23892,90004,Home Office 763,Office Supplies,Wrap/ Bag,Newell 333,0.59,West,Utah,Kaysville,84037,5/29/2012,0.97,-2.23,8,22.15,Pens & Art Supplies
critical,20.99,Telephones and Communication,Eddie Boyd1990,5/27/2012,Regular Air,0.06,23893,90004,Home Office 763,Technology,Medium Box,1726 Digital Answering Machine,0.58,West,Utah,Kaysville,84037,5/29/2012,4.81,100.593,19,345.73,Telephones and Communication
medium,40.98,Binders and Binder Accessories,Eddie Boyd1990,03-03-2013,Regular Air,0.06,24110,90007,Corporate 654,Office Supplies,Small Box@,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",0.37,West,Utah,Kaysville,84037,03-04-2013,7.47,280.347,10,406.3,Binders and Binder Accessories
medium,47.9,Paper,Paula Hubbard1991,8/22/2010,Regular Air,0,25417,90002,Home Office 763,Office Supplies,Small Box@,Xerox 1938,0.37,West,Utah,Kearns,84118,8/24/2010,5.86,638.3811,18,925.19,Paper
critical,22.84,Paper,Paula Hubbard1991,4/25/2013,Regular Air,0,25747,90008,Home Office 763,Office Supplies,Small Box@,Xerox 1991,0.39,West,Utah,Kearns,84118,4/27/2013,8.18,-4.17,1,25.39,Paper
low,6.48,Paper,Paula Hubbard1991,10-04-2013,Express Air,0.04,25127,90010,Home Office 763,Office Supplies,Small Box@,Xerox 1996,0.37,West,Utah,Kearns,84118,10-09-2013,9.17,-249.27,25,163.49,Paper
high,64.65,Storage & Organization,Jan Ellis1993,4/15/2011,Regular Air,0.05,20548,91010,Small Business 890,Office Supplies,Large Box,Space Solutions Commercial Steel Shelving,0.8,East,Ohio,Mansfield,44903,4/17/2011,35,-353.71,3,204.06,Storage & Organization
high,40.99,Paper,Jan Ellis1993,7/31/2012,Regular Air,0.02,22463,91013,Small Business 890,Office Supplies,Small Box@,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",0.36,East,Ohio,Mansfield,44903,08-02-2012,19.99,25.19,5,212.01,Paper
medium,7.59,Office Furnishings,Kathy Freedman1994,7/15/2011,Regular Air,0.1,23403,91011,Small Business 890,Furniture,Wrap/ Bag,"Master Giant Foot� Doorstop, Safety Yellow",0.42,East,Ohio,Marion,43302,7/18/2011,4,14.77,9,64.56,Office Furnishings
medium,5.74,Binders and Binder Accessories,Kathy Freedman1994,06-10-2012,Regular Air,0.08,25518,91012,Small Business 890,Office Supplies,Small Box@,Binder Posts,0.39,East,Ohio,Marion,43302,06-11-2012,5.01,-66.2308,17,98.14,Binders and Binder Accessories
medium,140.85,Storage & Organization,Kathy Freedman1994,06-10-2012,Regular Air,0.01,25519,91012,Small Business 890,Office Supplies,Small Box@,"Fellowes Strictly Business� Drawer File, Letter/Legal Size",0.73,East,Ohio,Marion,43302,06-11-2012,19.99,831.912,18,2618.71,Storage & Organization
high,1.26,Rubber Bands,Kathy Freedman1994,7/31/2012,Regular Air,0.06,22464,91013,Small Business 890,Office Supplies,Wrap/ Bag,Bagged Rubber Bands,0.81,East,Ohio,Marion,43302,08-02-2012,0.7,-17.34,10,12.43,Rubber Bands
not specified,4,Paper,Kathy Freedman1994,03-12-2013,Regular Air,0.01,24458,91014,Small Business 890,Office Supplies,Wrap/ Bag,EcoTones� Memo Sheets,0.37,East,Ohio,Marion,43302,3/14/2013,1.3,23.4048,8,33.92,Paper
high,7.28,Paper,Kathy Freedman1994,8/22/2013,Regular Air,0.01,24921,91015,Small Business 890,Office Supplies,Small Box@,"Array� Parchment Paper, Assorted Colors",0.37,East,Ohio,Marion,43302,8/24/2013,11.15,-140.61112,25,187.56,Paper
not specified,145.98,Tables,Kathy Freedman1994,10/13/2013,Delivery Truck,0.07,25526,91016,Corporate 654,Furniture,*Jumbo Box,Bevis Rectangular Conference Tables,0.69,East,Ohio,Marion,43302,10/14/2013,46.2,-574.5597,12,1703.21,Tables
medium,15.01,Binders and Binder Accessories,Howard Page1995,06-10-2012,Regular Air,0.02,25520,91012,Small Business 890,Office Supplies,Small Box@,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",0.39,East,Ohio,Mason,45040,06-11-2012,8.4,31.1916,16,252.92,Binders and Binder Accessories
not specified,125.99,Telephones and Communication,Harriet Bowman1997,1/25/2010,Regular Air,0.1,19797,90333,Consumer 096,Technology,Small Box@,5170i,0.57,South,South Carolina,Hilton Head Island,29915,1/28/2010,8.99,17.652,4,408.66,Telephones and Communication
